topic,FREX,DS_RESUMO,document
2,"adolescentes, excesso_peso, meninas, meninos, escolares",aumento prevalencia obesidade outras doencas_cronicas relacionado outros fatores estilo_vida sedentario pratica_atividade_fisica exerce papel importante estrategias controle_peso promocao_saude todavia dificuldades mensurar atividade_fisica podem prejudicar constatacao tais associacoes sabe pratica_atividade_fisica habitos sedentarios relacionam si maneira inversa influenciam saude adolescentes formas distintas fator protetor risco contudo levando conta estilo_vida atual jovens supoe coexistencia habitos sedentarios fisicamente ativos sendo assim surge indeterminacao relevante saude adolescentes objetivo deste estudo determinar associacoes existentes nivel atividade_fisica aptidao cardiorrespiratoria comportamento_sedentario combinacao destes constructos excesso_peso adolescentes analisou dados 1015 alunos idade 13 19 anos 1º ano ensino medio 2010 2 escolas_publicas 4 particulares participantes linha base estudo_longitudinal avaliacao_nutricional adolescentes elana nivel atividade_fisica avaliado forma curta international physical activity questionnaire ipaq aptidao cardiorrespiratoria avaliada teste corrida caminhada 9 minutos t9 comportamento_sedentario avaliado tempo uso tv autorreferido excesso_peso avaliado indice_massa_corporal imc segundo criterio proposto organizacao_mundial_saude oms magnitude associacoes avaliada odds ratio or intervalo confianca 95 ic95 analises brutas estratificadas sexo tipo escola mostraram fazem uso tv 2 horas diarias possuem aproximadamente 70 chance apresentarem excesso_peso fazem independente sexo tipo escola quanto nivel atividade_fisica meninos praticam menos 60 minutos atividade_fisica dia possuem 35 menos chance or=0 65 ic95= 0 43 0 98 ter excesso_peso meninos atendem recomendacao associacao semelhante observada estudantes escola publica or=0 56 ic95= 0 36 0 87 associacao combinacao nivel atividade_fisica comportamento_sedentario sobre excesso_peso apresenta odds ratio 0 46 ic95= 0 22 0 95 meninas praticam menos 60 minutos diarios atividade_fisica assistem menos 2 horas tv dia tomando referencia meninas praticam 60 minutos atividade_fisica dia comportamento_sedentario semelhante observa estudantes escolas_publicas or= 0 40 ic95=0 19 0 82 observam casos excesso_peso meninas categoria aptidao cardiorrespiratoria desejada nivel comportamento_sedentario baixo estudantes escola publica aptidao cardiorrespiratoria desejada independentemente tempo dispendido tv analises ajustadas sexo tipo escola idade consumo_alimentar apontam chance apresentar excesso_peso aproximadamente 5 vezes maior baixa aptidao cardiorrespiratoria comparacao adolescentes possuem aptidao desejada or=4 6 ic95= 1 38 15 34 assistir televisao tempo superior 2 horas representa aumento 92 chance adolescente apresentar excesso_peso or=1 92 ic95= 1 30 2 83 comparados adolescentes passam menos 2 horas diaras assistindo tv modelo regressao ajustada envolve nivel atvidade fisica observa chance 44 menor or=0 56 ic95= 0 40 0 78 ter excesso_peso adolescentes praticam menos 60 min dia atividade_fisica conclui apesar magnitude efeito protetor aptidao cardiorrespiratoria adequada ser excessivamente maior efeito risco horas tv excesso_peso importancia reducao tempo dedicado comportamentos sedentarios deve ser menosprezado abordagem variada propondo atividades promovam melhoria aptidao cardiorrespiratoria reducao comportamento_sedentario imperativa maior eficiencia programa prevencao combate excesso_peso adolescentes,1359
2,"adolescentes, excesso_peso, meninas, meninos, escolares",aumento prevalencia excesso_peso adolescentes despertado preocupacao sendo dificil estabelecer ganho_peso adequado nessa faixa etaria periodo grandes mudancas composicao_corporal alguns estudos sugerem excesso_peso consequencia menarca precoce havendo associacao elevado indice_massa_corporal imc idade adulta presente trabalho objetivos avaliar ocorrencia ganho excessivo indice_massa_corporal_idade imc i fatores_associados assim influencia maturacao_sexual precoce excesso_peso obesidade_abdominal alteracoes metabolicas final maturacao_sexual adolescentes sexo_feminino dados analisados provenientes estudo_coorte adolescentes recrutadas escolas_publicas recife pe anos 2007 2012 diagnostico nutricional realizado partir indices_antropometricos altura idade i imc i tomando base referencia organizacao_mundial_saude empregando programa who anthroplus R versao 3 2 2 resultados expressos escores z considerando baixa estatura baixo_peso escore z i zai imc i zimc i abaixo desvio padrao dp ser classificada excesso ganho follow up adolescente deveria apresentar ganho excessivo escore z imc i gezimc i follow up baseline >0 63 menarca considerada precoce instalou idade inferior mediana ocorrencia idade menarca meninas estudo 12 anos 2007 33 5 meninas apresentaram excesso_peso final estudo prevalencia 26 2 tendo sido evidenciada diferenca estatisticamente significante longo 5 anos estudo 126 382 meninas apresentaram gezimc i baseline 126 meninas apresentaram gezimc i 120 eutroficas baixo_peso follow up 76 meninas apresentavam excesso_peso alem ter havido gezimc i 76 meninas mudaram categoria zimc i apos analise regressao_logistica associados gezimc i estado_nutricional magro eutrofico excesso_peso materno 382 meninas 255 encontravam final maturacao_sexual estagios 4 5 eutroficas epoca menarca dentre verificou 32 9 apresentaram menarca precoce contudo evidenciado diferencial estatisticamente significante meninas menarca precoce relacao variaveis antropometricas laboratoriais acredita adolescentes baixo_peso eutroficas apresentado gezimc i devido protecao fisiologica excesso_peso materno apresentou influencia estado_nutricional adolescentes devido exposicao ambiente obesogenico assim acredita menarca precoce maior relacao excesso_peso durante infancia consequencia causa excesso_peso grande limitacao fato haver informacoes sobre estado_nutricional adolescentes infancia sendo necessarios estudos longitudinais abranjam acompanhamento precoce palavras chave adolescentes obesidade_abdominal dislipidemia excesso_peso fatores_associados,1691
2,"adolescentes, excesso_peso, meninas, meninos, escolares",introducao realizacao desjejum representa habito saudavel associa outros comportamentos considerados beneficos saude entretanto omissao desjejum pratica frequente adolescentes pode desencadear alteracoes nutricionais estar associado comportamentos prejudiciais saude objetivo analisar prevalencia fatores_associados omissao desjejum adolescentes metodos estudo_transversal realizado adolescentes 10 17 anos idade avaliados 2009 2011 pertencentes estudo_coorte omissao desjejum variavel desfecho considerada realizacao diaria dessa refeicao avaliados meio questionario fatores_sociodemograficos economicos estilo_vida classe_economica definida segundo criterios estabelecidos associacao brasileira empresas pesquisa  abep variando categoria nivel elevado nivel baixo variaveis estilo_vida analisadas experimentacao tabaco experimentacao bebidas_alcoolicas atividade_fisica fatores dieta comportamentos sedentarios avaliacao_antropometrica incluiu mensuracao peso estatura quais utilizados classificacao peso avaliado escore z indice_massa_corporal sexo idade acordo recomendacoes organizacao_mundial_saude regressao_poisson utilizada analise multipla estimar associacao variavel dependente independentes resultados 1716 adolescentes avaliados 36 2 referiram consumir desjejum diariamente maioria 11 anos completos 55 9 50 7 sexo_masculino 78 4 referiu cor_pele branca 59 8 pertenciam classe_economica c d 51 9 estudavam turno escolar matutino 61 7 referiram consumir refeicao pais_responsaveis 9 3 classificados obesos apos ajustes idade classe_economica omissao desjejum associada ambos_sexos realizacao dessa refeicao pais sexo_masculino or=4 60 ic95 = 3 30 6 42 sexo_feminino or=5 96 ic95 = 4 02 8 83 turno escolar matutino sexo_masculino or=1 29 ic95 = 1 02 1 62 sexo_feminino or=1 47 ic95 = 1 17 1 84 desfecho avaliado associado obesidade apenas sexo_masculino or=1 76 ic95 = 0 98 1 75 conclusao omissao desjejum ambos_sexos associou turno escolar matutino realizacao desjejum pais associacao obesidade observada apenas meninos resultados indicam habito omitir desjejum relacionado aspectos comportamentais passiveis mudanca meio intervencoes saude nutricao,1679
2,"adolescentes, excesso_peso, meninas, meninos, escolares",objetivo verificar associacao consumo_alimentar atividade_fisica fatores_socioeconomicos gordura_corporal escolares 7 14 anos idade florianopolis santa catarina brasil metodo trata estudo_transversal realizado amostra_probabilistica 2481 escolares matriculados escolas_publicas privadas medida percentual gordura_corporal avaliada meio dobras_cutaneas triciptal subescapular escolares dados_socioeconomicos obtidos base questionario estruturado enviado pais juntamente termo consentimento livre esclarecido variavel dependente percentual gordura_corporal categorizada dois grupos excesso_gordura_corporal excesso_gordura_corporal avaliada somatorio dobras_cutaneas tricipital subescapular consumo_alimentar escolares avaliado meio questionario alimentacao dia anterior quada atividade_fisica avaliada questionario atividade_fisica dia anterior quafda variaveis independentes sexo idade dependencia administrativa escolaridade pais renda mensal familiar consumo_alimentos protetores consumo_alimentos risco realizacao cafe_manha numero refeicoes dia atividade_fisica realizadas analises brutas ajustadas meio regressao_poisson utilizando software stata 11 0 partir modelo hierarquizado nesta selecao variaveis niveis mantiveram analise p<0 20 resultados apresentados razoes prevalencia respectivos intervalos confianca 95 nivel significancia estatistico associacao 5 resultados prevalencia excesso_gordura_corporal 41 1 sendo frequente escolares 11 14 anos 46 7 7 10 anos 37 8 p=0 031 escolares 7 10 anos idade variaveis apresentaram associacao significativa gordura_corporal rede ensino p=0 019 cafe_manha p=0 018 escolares 11 14 anos idade somente alimento risco apresentou associacao significativa desfecho p<0 001 relacao consumo_alimentos protetores risco 9 4 43 2 escolares consumiram forma adequada respectivamente acordo recomendacoes guia_alimentar_populacao_brasileira quanto pratica_atividade_fisica estudo apresentou associacao significativa excesso_gordura_corporal conclusoes excesso_gordura_corporal associou diferentes fatores criancas_adolescentes rede ensino privada menor consumo_alimentos risco realizacao cafe_manha achados reforcam necessidade orientacoes praticas comportamentais saudaveis tanto ambiente_escolar ambiente familiar destes escolares,1042
2,"adolescentes, excesso_peso, meninas, meninos, escolares",adolescencia momento vida peculiar rapido intenso encerra crescimento fisico maturacao_sexual consolidacao personalidade habitos adquiridos nessa fase podem representar risco surgimento doencas_cronicas_transmissiveis excesso_peso considerado pandemia global todas faixas etarias principalmente infancia adolescencia recentes avancos compreensao dinamica comportamento adolescente podem facilitar promocao acoes resultem maior impacto futuro bem estar dessa populacao objetivo estudo avaliar prevalencia excesso_peso associacao fatores_socioeconomicos familiares estilo_vida saude adolescentes matriculados rede ensino publica privada goiania go analisados adolescentes 12 18 anos n=1 169 meio questionario padronizado previamente testado estudo piloto prevalencia excesso_peso avaliada meio pontos corte indice_massa_corporal associacoes variaveis sociodemograficas antecedentes pessoais estilo_vida pressao_arterial excesso_peso analisadas meio razao prevalencia bruta ajustada meio regressao multipla poisson prevalencia excesso_peso 21 2 sendo 14 1 sobrepeso 7 1 obesidade diferencas significativas generos 26 3 rapazes vs 16 8 mocas analise poisson obesidade materna rp=1 86 p=0 004 associada maior prevalencia excesso_peso sexo_masculino idade 15 18 anos menor prevalencia excesso_peso comparados idade 12 14 anos rp= 0 70 p=0 021 sexo_feminino presenca pais obesos rp=2 42 p<0 001 associou maior prevalencia excesso_peso pertencentes classe c menor prevalencia excesso_peso rp=0 67 p=0 035 excesso_peso adolescentes pode estar associado sexo obesidade familiar classificacao socioeconomica quais devem ser foco planejamento intervencoes especificas promocao_saude,508
2,"adolescentes, excesso_peso, meninas, meninos, escolares",aumento prevalencia excesso_peso relacionado outros fatores dietas inadequadas inatividade_fisica sedentarismo pratica_atividade_fisica comportamentos sedentarios relacionados si maneira inversa influenciam saude adolescentes forma distinta entretanto bastante comum jovens tempo gastam muitas horas atividade caracteristicas comportamentos sedentarios pratiquem atividades fisicas forma regular mostrando coexistencia destes dois comportamentos objetivo deste estudo verificar associacao indicadores adiposidade_corporal indicadores atividade_fisica tempo_tela adolescentes analisou dados 1848 alunos 10 19 anos 6º ano ensino fundamental ef 1º ano ensino medio 2010 2 escolas_publicas 4 particulares participantes linha base estudo_longitudinal avaliacao_nutricional adolescentes elana nivel atividade_fisica avaliado atraves international physical activity questionnaire ipaq versao curta aptidao cardiorrespiratoria avaliada teste corrida caminhada 9 minutos t9 comportamento_sedentario tempo diario uso tv computador videogame soma desses dois comportamentos sendo autorreferido adolescentes excesso adiposidade_corporal avaliado atraves percentual_gordura perimetro_cintura relacao cintura estatura rce magnitude associacoes avaliada odds ratio or intervalo confianca 95 ic95 analises brutas estratificadas sexo tipo escola segmento escolar mostraram meninos ef or=2 61 ic95 1 17 5 81 estudantes escola privada ef or=3 13 ic95 1 58 6 12 possuem aptidao cardiorrespiratoria risco apresentam chance ter excesso_gordura_corporal estudantes escola privada ef or=3 13 ic95 1 31 7 50 aptidao cardiorrespiratoria risco possuem chance ter excesso rce quanto comportamentos sedentarios meninos ef fazem uso pc video 2 horas dia possuem chance apresentar percentual_gordura elevado or=1 61 ic95 1 06 2 44 rce elevada or=2 09 ic95 1 29 3 38 fazem meninas ef gastar 2 horas dia pc video protege excesso_gordura_corporal or=0 56 ic95 0 33 0 94 analises ajustadas sexo tipo escola segmento escolar uso televisao 2 horas dia unico indicador comportamento_sedentario associou significativamente excesso adiposidade_corporal apresentar aptidao cardiorrespiratoria risco aumenta 3 vezes chance ter excesso percentual_gordura perimetro_cintura rce elevada apos ajustes variaveis confundimento conclui apesar efeito protetor aptidao cardiorrespiratoria adequada ser excessivamente maior risco horas tv excesso adiposidade_corporal importancia reducao tempo dedicado comportamentos sedentarios deve ser menosprezado deve priorizar abordagem variada propondo atividades promovam melhoria aptidao cardiorrespiratoria reducao comportamentos sedentarios visando prevencao combate excesso adiposidade_corporal adolescentes,1361
2,"adolescentes, excesso_peso, meninas, meninos, escolares",estimar prevalencia verificar fatores_sociodemograficos consumo_alimentar associados obesidade_central escolares 6 10 anos idade estado santa catarina brasil metodo trata estudo_transversal realizado 4 963 escolares matriculados escolas_publicas privadas oito municipios estado aferidas medidas_antropometricas alunos escola dados_sociodemograficos obtidos partir questionario enviado pais consumo_alimentar escolares avaliado meio questionario alimentar dia anterior quada variaveis independentes sexo_masculino feminino idade 6 7 anos 8 10 anos rede ensino publica privada escolaridade_materna 0  8 anos estudo 9 11 anos estudo 12 anos estado_nutricional escolar segundo indice_massa_corporal imc excesso_peso 8805 escore z +1 excesso_peso < escore z +1 consumo_alimentos protetores adequado 6 vezes dia inadequado 8804 5 vezes dia consumo_alimentos risco adequado < 3 vezes dia inadequado 8805 3 vezes dia numero refeicoes realizadas dia 8804 3 refeicoes dia 8805 4 refeicoes dia variavel dependente obesidade_central investigada meio medida circunferencia_cintura classificada acordo percentis segundo sexo idade variavel categorizada sim presenca obesidade_central ausencia obesidade_central considerou obesidade_central circunferencia_cintura 8805 90° idade sexo realizadas analises bivariadas multivariadas meio regressao_logistica utilizando software stata 11 0 partir modelo analise resultados prevalencia obesidade_central 4 9 ic 95 4 3 5 5 sendo prevalente meninos 5 9 ic 95 4 9 6 8 comparada meninas 4 1 ic95 3 2 4 8 estatisticamente_significativa p=0 003 escolares apresentavam obesidade_central 99 3 meninos 99 0 meninas apresentaram excesso_peso dentre variaveis idade rede ensino escolaridade_materna consumo_alimentos protetores risco saude numero refeicoes realizadas dia selecionadas neste estudo avaliar associacao obesidade_central unica apresentou associada desfecho consumo_alimentos risco meninas meninas consumo_alimentos risco apresentou associacao positiva desfecho p=0 046 meninas consumiram alimentos risco saude tres vezes dia apresentaram risco obesidade_central 68 maior 1 68 ic 95 1 00 2 80 comparado meninas consumiam alimentos risco duas vezes dia conclusoes prevalencia obesidade_central encontrada presente estudo preocupante apesar inferior observadas outros paises devido forte relacao fatores_risco doencas_cardiovasculares sugere realizacao estudos prospectivos analisem maior clareza fatores_associados obesidade_central,725
2,"adolescentes, excesso_peso, meninas, meninos, escolares",resumo objetivo analisar associacao estado_nutricional pais variaveis sociodemograficas dieteticas sobrepeso obesidade escolares 7 14 anos florianopolis sc metodos estudo_transversal 2826 escolares 1357 sexo_masculino 1469 sexo_feminino dados coletados partir aplicacao questionario socioeconomico pais coleta medidas_antropometricas escolares diagnostico nutricional definido partir indice_massa_corporal imc idade sexo acordo criterios international obesity task force escolares segundo pontos corte imc organizacao_mundial_saude pais dados analisados software stata 11 0 realizadas analises bivariadas multivariaveis meninos meninas meio regressao_poisson partir modelo analise resultados modelo analise final permaneceram diretamente associadas sobrepeso obesidade meninos faixa etaria mae escolaridade mae estado_nutricional pais enquanto numero refeicoes diarias mostrou associacao inversa meninas associacao direta estado_nutricional pais associacao inversa faixa etaria escolar consumo_alimentos risco conclusao variaveis associadas sobrepeso obesidade diferiram sexos excecao estado_nutricional pais filhos filhas ambos pais sobrepeso obesidade risco cerca respectivamente 80 150 maior apresentar diagnostico representa influencia pais habitos vida filhos inclusive relativos alimentacao indicando necessidade acoes intervencao ambiente familiar escolares,198
2,"adolescentes, excesso_peso, meninas, meninos, escolares",ultimas decadas sido observada tendencia secular antecipacao puberdade principalmente meninas pode ser reflexo mudancas saude populacao aumento sobrepeso obesidade_infantil dados sobre puberdade determinantes paises baixa media renda limitados grande maioria estudos sobre tema transversais impossibilitando discussao causalidade nesse contexto objetivo desta tese avaliar ocorrencia tendencia antecipacao maturacao_sexual menarca verificar associacao indice_massa_corporal imc sobrepeso incluindo obesidade escolares 7 14 anos municipio florianopolis sc tese vinculada estudo prevalencia obesidade criancas_adolescentes florianopolis sc epoca dividida tres partes dois estudos paineis transversais estudo_longitudinal dados coletados equipe previamente treinada meio protocolos padronizados escore z imc especifico idade sexo calculado categorizado acordo pontos corte organizacao_mundial_saude sobrepeso incluindo obesidade tipo escola categorizado publica privada maturacao_sexual ms autoavaliada acordo estagios tanner primeiro estudo analisadas idades medianas estagios ms acordo estado_nutricional tipo escola dois estudos transversais realizados 2007 2012 2013 incluindo 2215 1614 criancas respectivamente testes mann_whitney kruskal_wallis realizados comparar idade mediana estagios ms media idade diminuiu quase todos estagios durante periodo 5 anos ambos_sexos escolares sobrepeso apresentaram medianas idade inferiores maioria estagios especialmente meninas diferencas tipo escola equilibradas longo anos segundo estudo paineis transversais objetivo comparar idades ocorrencia menarca dados tres estudos transversais realizados 2007 2012 2013 2018 2019 compreendendo 838 680 298 escolares respectivamente verificadas diferencas acordo ano pesquisa estado_nutricional tipo escola teste log rank regressao cox variavel menarca coletada metodos statu quo recordatorio estimada analise sobrevida observou diminuicao media idade menarca 2007 2018 2019 12 3 versus 11 9 anos respectivamente media idade menarca meninas sobrepeso menor tres estudos comparado sobrepeso 11 9 11 8 11 5 versus 12 4 12 4 12 1 respectivamente p<0 001 meninas sobrepeso apresentaram maior probabilidade menor idade menarca risco relativo 1 57 intervalo confianca 95 1 36 1 80 diferenca significativa idade menarca acordo tipo escola estudo_longitudinal objetivou analisar associacao imc ms idade menarca incluindo dados 494 escolares 260 meninas coletados 2007 2012 ms categorizada acordo tercis idade cada estagio tanner normal tardia acima primeiro tercil precoce abaixo primeiro tercil modelagem equacoes estruturais realizada analisar efeitos escore z imc 2007 1 ms 2012 estratificado sexo 2 idade menarca 2012 modelos ajustados renda_familiar tipo escola escolaridade_materna peso_nascer tempo amamentacao atividade_fisica padrao_alimentar pa verificada associacao significativa escore z imc ms ambos_sexos entretanto meninas maior escore z imc 2007 = 0 27 apresentou efeito direto negativo idade menarca pa composto salgadinhos batata frita fast food bebidas_acucaradas apresentou efeito indireto negativo idade menarca mediado escore z imc 2007 = 0 05 meninos maior pa composto leite cafe leite queijo paes biscoitos = 0 21 maior status socioeconomico = 0 21 associados ms normal tardia resultados desta tese mostram reducao idades estagios ms menarca pronunciada escolares sobrepeso incluindo obesidade associacao aumento escore z imc infancia reducao idade menarca adolescencia resultados reforcam importancia intervencoes reduzir prevenir excesso_peso importancia monitoramento continuo puberdade nivel populacional,5108
2,"adolescentes, excesso_peso, meninas, meninos, escolares",presente trabalho objetivou estimar prevalencia excesso_peso adolescentes recife pernambuco analisar associacao fatores_socioeconomicos demograficos biologicos estilo_vida trata estudo_transversal base escolar vinculado projeto ambito nacional estudo riscos cardiovasculares adolescentes erica casuistica avaliados 2404 adolescentes 12 17 anos recife regularmente matriculados escolas_publicas privadas avaliacao estado_nutricional adolescentes coletadas medidas peso altura avaliadores previamente treinados utilizou indicador imc idade segundo sexo todas variaveis independentes referidas adolescentes atraves aplicacao questionario analisar fatores_associados excesso_peso variaveis agrupadas socioeconomicas demograficas escolaridade mae cor_pele rede ensino classe_economica numero pessoas domicilio numero televisoes residencia estilo_vida atividade_fisica alimentacao biologicas maturacao_sexual sexo faixa etaria regressao_poisson utilizada verificar associacao excesso_peso variaveis independentes prevalencia excesso_peso 26 3 sendo 16 3 sobrepeso 10 obesidade rede ensino numero televisoes residencia algumas variaveis alimentacao idade maturacao_sexual permaneceram associadas excesso_peso adolescentes apos modelo ajustado nivel socioeconomico elevado menor faixa etaria maior estagio maturacao_sexual habitos_alimentares parecem ser principais fatores determinantes excesso_peso populacao estudada espera resultados apresentados neste estudos possibilitem criacao fortalecimento politicas combate sobrepeso obesidade voltadas adolescencia possam apresentar efetividade prevencao tratamento deste agravo palavras chave adolescente fatores_risco obesidade sobrepeso,1713
