topic,FREX,DS_RESUMO,document
2,"excesso_peso, escolares, meninas, adolescentes, meninos",aumento prevalencia obesidade outras doencas_cronicas relacionado outros fatores estilo_vida sedentario pratica_atividade_fisica exerce papel importante estrategias controle_peso promocao_saude todavia dificuldades mensurar atividade_fisica podem prejudicar constatacao tais associacoes sabe pratica_atividade_fisica habitos sedentarios relacionam si maneira inversa influenciam saude adolescentes formas distintas fator protetor risco contudo levando conta estilo_vida atual jovens supoe coexistencia habitos sedentarios fisicamente ativos sendo assim surge indeterminacao relevante saude adolescentes objetivo deste estudo determinar associacoes existentes nivel atividade_fisica aptidao cardiorrespiratoria comportamento_sedentario combinacao destes constructos excesso_peso adolescentes analisou dados 1015 alunos idade 13 19 anos 1º ano ensino medio 2010 2 escolas_publicas 4 particulares participantes linha base estudo_longitudinal avaliacao_nutricional adolescentes elana nivel atividade_fisica avaliado forma curta international physical activity questionnaire ipaq aptidao cardiorrespiratoria avaliada teste corrida caminhada 9 minutos t9 comportamento_sedentario avaliado tempo uso tv autorreferido excesso_peso avaliado indice_massa_corporal imc segundo criterio proposto organizacao_mundial_saude oms magnitude associacoes avaliada odds ratio or intervalo confianca 95 ic95 analises brutas estratificadas sexo tipo escola mostraram fazem uso tv 2 horas diarias possuem aproximadamente 70 chance apresentarem excesso_peso fazem independente sexo tipo escola quanto nivel atividade_fisica meninos praticam menos 60 minutos atividade_fisica dia possuem 35 menos chance or=0 65 ic95= 0 43 0 98 ter excesso_peso meninos atendem recomendacao associacao semelhante observada estudantes escola publica or=0 56 ic95= 0 36 0 87 associacao combinacao nivel atividade_fisica comportamento_sedentario sobre excesso_peso apresenta odds ratio 0 46 ic95= 0 22 0 95 meninas praticam menos 60 minutos diarios atividade_fisica assistem menos 2 horas tv dia tomando referencia meninas praticam 60 minutos atividade_fisica dia comportamento_sedentario semelhante observa estudantes escolas_publicas or= 0 40 ic95=0 19 0 82 observam casos excesso_peso meninas categoria aptidao cardiorrespiratoria desejada nivel comportamento_sedentario baixo estudantes escola publica aptidao cardiorrespiratoria desejada independentemente tempo dispendido tv analises ajustadas sexo tipo escola idade consumo_alimentar apontam chance apresentar excesso_peso aproximadamente 5 vezes maior baixa aptidao cardiorrespiratoria comparacao adolescentes possuem aptidao desejada or=4 6 ic95= 1 38 15 34 assistir televisao tempo superior 2 horas representa aumento 92 chance adolescente apresentar excesso_peso or=1 92 ic95= 1 30 2 83 comparados adolescentes passam menos 2 horas diaras assistindo tv modelo regressao ajustada envolve nivel atvidade fisica observa chance 44 menor or=0 56 ic95= 0 40 0 78 ter excesso_peso adolescentes praticam menos 60 min dia atividade_fisica conclui apesar magnitude efeito protetor aptidao cardiorrespiratoria adequada ser excessivamente maior efeito risco horas tv excesso_peso importancia reducao tempo dedicado comportamentos sedentarios deve ser menosprezado abordagem variada propondo atividades promovam melhoria aptidao cardiorrespiratoria reducao comportamento_sedentario imperativa maior eficiencia programa prevencao combate excesso_peso adolescentes,1359
2,"excesso_peso, escolares, meninas, adolescentes, meninos",presente trabalho objetivou estimar prevalencia excesso_peso adolescentes recife pernambuco analisar associacao fatores_socioeconomicos demograficos biologicos estilo_vida trata estudo_transversal base escolar vinculado projeto ambito nacional estudo riscos cardiovasculares adolescentes erica casuistica avaliados 2404 adolescentes 12 17 anos recife regularmente matriculados escolas_publicas privadas avaliacao estado_nutricional adolescentes coletadas medidas peso altura avaliadores previamente treinados utilizou indicador imc idade segundo sexo todas variaveis independentes referidas adolescentes atraves aplicacao questionario analisar fatores_associados excesso_peso variaveis agrupadas socioeconomicas demograficas escolaridade mae cor_pele rede ensino classe_economica numero pessoas domicilio numero televisoes residencia estilo_vida atividade_fisica alimentacao biologicas maturacao_sexual sexo faixa etaria regressao_poisson utilizada verificar associacao excesso_peso variaveis independentes prevalencia excesso_peso 26 3 sendo 16 3 sobrepeso 10 obesidade rede ensino numero televisoes residencia algumas variaveis alimentacao idade maturacao_sexual permaneceram associadas excesso_peso adolescentes apos modelo ajustado nivel socioeconomico elevado menor faixa etaria maior estagio maturacao_sexual habitos_alimentares parecem ser principais fatores determinantes excesso_peso populacao estudada espera resultados apresentados neste estudos possibilitem criacao fortalecimento politicas combate sobrepeso obesidade voltadas adolescencia possam apresentar efetividade prevencao tratamento deste agravo palavras chave adolescente fatores_risco obesidade sobrepeso,1713
2,"excesso_peso, escolares, meninas, adolescentes, meninos",excesso_peso adolescencia atualmente problema saude_publica tendo sido encontradas prevalencias nacionais internacionais elevadas acumulo tecido_adiposo nessa fase bem consequencias fisicas psicologicas adversas tendem permanecer idade adulta fatores_socioeconomicos demograficos psicologicos comportamentais podem estar associados excesso_peso diante disso objetivo trabalho investigar prevalencia excesso_peso fatores_associados adolescentes baixa_renda realizado estudo_transversal 225 adolescentes comunidade coelhos localizada cidade recife pe utilizando banco dados pesquisa saude nutricao servicos assistenciais populacao favelada recife estudo baseline variaveis coletadas durante periodo marco setembro 2014 agrupadas demograficas socioeconomicas ambientais comportamentais psicologicas excesso_peso determinado indice_massa_corporal_idade imc i segundo sexo baseado pontos corte estabelecidos oms 2007 teste_qui_quadrado utilizado averiguacao associacoes variaveis independentes desfecho considerando nivel significancia 5 seguida realizou regressao_poisson encontrada prevalencia 36 4 excesso_peso sendo 20 4 sobrepeso 16 0 obesidade avaliou sexo observada maior prevalencia excesso_peso adolescentes sexo_feminino 42 5 comparadas sexo_masculino 28 6 dentre adolescentes excesso_peso observadas elevadas prevalencias daqueles usavam computador 49 3 p = 0 008 classificados irregularmente ativos 49 2 p = 0 017 consideraram gordos 78 2 p < 0 001 analise multivariada estratificada sexo observou associacao acesso internet rp 0 81 ic95 0 68 0 95 numero pessoas familia rp 0 87 ic95 0 76 0 99 apenas adolescentes sexo_masculino autopercepcao peso unica variavel mostrou associacao ambos_sexos tendo vista escassez trabalhos comunidades baixa_renda principalmente estado pernambuco faz necessario realizacao estudos populacao,2491
2,"excesso_peso, escolares, meninas, adolescentes, meninos",aumento prevalencia excesso_peso adolescentes despertado preocupacao sendo dificil estabelecer ganho_peso adequado nessa faixa etaria periodo grandes mudancas composicao_corporal alguns estudos sugerem excesso_peso consequencia menarca precoce havendo associacao elevado indice_massa_corporal imc idade adulta presente trabalho objetivos avaliar ocorrencia ganho excessivo indice_massa_corporal_idade imc i fatores_associados assim influencia maturacao_sexual precoce excesso_peso obesidade_abdominal alteracoes metabolicas final maturacao_sexual adolescentes sexo_feminino dados analisados provenientes estudo_coorte adolescentes recrutadas escolas_publicas recife pe anos 2007 2012 diagnostico nutricional realizado partir indices_antropometricos altura idade i imc i tomando base referencia organizacao_mundial_saude empregando programa who anthroplus R versao 3 2 2 resultados expressos escores z considerando baixa estatura baixo_peso escore z i zai imc i zimc i abaixo desvio padrao dp ser classificada excesso ganho follow up adolescente deveria apresentar ganho excessivo escore z imc i gezimc i follow up baseline >0 63 menarca considerada precoce instalou idade inferior mediana ocorrencia idade menarca meninas estudo 12 anos 2007 33 5 meninas apresentaram excesso_peso final estudo prevalencia 26 2 tendo sido evidenciada diferenca estatisticamente significante longo 5 anos estudo 126 382 meninas apresentaram gezimc i baseline 126 meninas apresentaram gezimc i 120 eutroficas baixo_peso follow up 76 meninas apresentavam excesso_peso alem ter havido gezimc i 76 meninas mudaram categoria zimc i apos analise regressao_logistica associados gezimc i estado_nutricional magro eutrofico excesso_peso materno 382 meninas 255 encontravam final maturacao_sexual estagios 4 5 eutroficas epoca menarca dentre verificou 32 9 apresentaram menarca precoce contudo evidenciado diferencial estatisticamente significante meninas menarca precoce relacao variaveis antropometricas laboratoriais acredita adolescentes baixo_peso eutroficas apresentado gezimc i devido protecao fisiologica excesso_peso materno apresentou influencia estado_nutricional adolescentes devido exposicao ambiente obesogenico assim acredita menarca precoce maior relacao excesso_peso durante infancia consequencia causa excesso_peso grande limitacao fato haver informacoes sobre estado_nutricional adolescentes infancia sendo necessarios estudos longitudinais abranjam acompanhamento precoce palavras chave adolescentes obesidade_abdominal dislipidemia excesso_peso fatores_associados,1691
2,"excesso_peso, escolares, meninas, adolescentes, meninos",introducao ultimas decadas saude_publica mundial enfrenta problemas causados aumento prevalencia sobrepeso obesidade todos grupos etarios inclusive criancas_adolescentes evidencias utilizacao percentual gordura_corporal gc inves indice_massa_corporal imc sido observada frequencia estudos criancas_adolescentes pois alem ser considerado metodo facil utilizacao baixo custo pode possibilitar interpretacao resultados forma simples direta fatores_associados obesidade criancas_adolescentes multiplos variaveis origens distintas objetivo estudo objetivo identificar tendencia fatores_associados percentual gordura_corporal escolares 7 10 anos florianopolis sc periodo 2002 2019 metodos trata estudo_transversal analitico tipo paineis transversais realizado 6 597 escolares matriculados escolas_publicas privadas percentual gordura_corporal gc calculado atraves equacoes lohman 1986 utilizando dobras_cutaneas tricipital subescapular investigadas caracteristicas sociodemograficas socioeconomicas utilizou valores mediana analises brutas ajustadas variaveis atraves regressao_logistica resultados prevalencia excesso_gordura_corporal egc 22 6 25 5 37 5 33 6 2002 2007 2012 2013 2018 2019 respectivamente aumento aproximadamente 48 6 2002 2019 escolares investigados 2012 2013 2018 2018 ic95 1 64 2 29 1 39 2 06 sexo_masculino or 1 0 idades elevadas 9 10 anos ic95 1 40 1 83 apresentaram chances obterem egc variaveis renda escolaridade apresentaram associacao analise bruta perderam significancia ajustada outros fatores sugerindo relacao egc mediada confundida outras variaveis conclusoes aumento tendencia gc escolares 2002 2019 crescimento pode estar associado fatores sexo idade rede ensino resultados podem auxiliar melhor compreensao aumento egc criancas principalmente municipio investigado pois identificar fatores possivel direcionar pesquisas causas diretas desse problema saude_publica favorecendo implementacao estrategias eficazes controle prevencao,5083
2,"excesso_peso, escolares, meninas, adolescentes, meninos",adolescencia momento vida peculiar rapido intenso encerra crescimento fisico maturacao_sexual consolidacao personalidade habitos adquiridos nessa fase podem representar risco surgimento doencas_cronicas_transmissiveis excesso_peso considerado pandemia global todas faixas etarias principalmente infancia adolescencia recentes avancos compreensao dinamica comportamento adolescente podem facilitar promocao acoes resultem maior impacto futuro bem estar dessa populacao objetivo estudo avaliar prevalencia excesso_peso associacao fatores_socioeconomicos familiares estilo_vida saude adolescentes matriculados rede ensino publica privada goiania go analisados adolescentes 12 18 anos n=1 169 meio questionario padronizado previamente testado estudo piloto prevalencia excesso_peso avaliada meio pontos corte indice_massa_corporal associacoes variaveis sociodemograficas antecedentes pessoais estilo_vida pressao_arterial excesso_peso analisadas meio razao prevalencia bruta ajustada meio regressao multipla poisson prevalencia excesso_peso 21 2 sendo 14 1 sobrepeso 7 1 obesidade diferencas significativas generos 26 3 rapazes vs 16 8 mocas analise poisson obesidade materna rp=1 86 p=0 004 associada maior prevalencia excesso_peso sexo_masculino idade 15 18 anos menor prevalencia excesso_peso comparados idade 12 14 anos rp= 0 70 p=0 021 sexo_feminino presenca pais obesos rp=2 42 p<0 001 associou maior prevalencia excesso_peso pertencentes classe c menor prevalencia excesso_peso rp=0 67 p=0 035 excesso_peso adolescentes pode estar associado sexo obesidade familiar classificacao socioeconomica quais devem ser foco planejamento intervencoes especificas promocao_saude,508
2,"excesso_peso, escolares, meninas, adolescentes, meninos",estimar prevalencia verificar fatores_sociodemograficos consumo_alimentar associados obesidade_central escolares 6 10 anos idade estado santa catarina brasil metodo trata estudo_transversal realizado 4 963 escolares matriculados escolas_publicas privadas oito municipios estado aferidas medidas_antropometricas alunos escola dados_sociodemograficos obtidos partir questionario enviado pais consumo_alimentar escolares avaliado meio questionario alimentar dia anterior quada variaveis independentes sexo_masculino feminino idade 6 7 anos 8 10 anos rede ensino publica privada escolaridade_materna 0  8 anos estudo 9 11 anos estudo 12 anos estado_nutricional escolar segundo indice_massa_corporal imc excesso_peso 8805 escore z +1 excesso_peso < escore z +1 consumo_alimentos protetores adequado 6 vezes dia inadequado 8804 5 vezes dia consumo_alimentos risco adequado < 3 vezes dia inadequado 8805 3 vezes dia numero refeicoes realizadas dia 8804 3 refeicoes dia 8805 4 refeicoes dia variavel dependente obesidade_central investigada meio medida circunferencia_cintura classificada acordo percentis segundo sexo idade variavel categorizada sim presenca obesidade_central ausencia obesidade_central considerou obesidade_central circunferencia_cintura 8805 90° idade sexo realizadas analises bivariadas multivariadas meio regressao_logistica utilizando software stata 11 0 partir modelo analise resultados prevalencia obesidade_central 4 9 ic 95 4 3 5 5 sendo prevalente meninos 5 9 ic 95 4 9 6 8 comparada meninas 4 1 ic95 3 2 4 8 estatisticamente_significativa p=0 003 escolares apresentavam obesidade_central 99 3 meninos 99 0 meninas apresentaram excesso_peso dentre variaveis idade rede ensino escolaridade_materna consumo_alimentos protetores risco saude numero refeicoes realizadas dia selecionadas neste estudo avaliar associacao obesidade_central unica apresentou associada desfecho consumo_alimentos risco meninas meninas consumo_alimentos risco apresentou associacao positiva desfecho p=0 046 meninas consumiram alimentos risco saude tres vezes dia apresentaram risco obesidade_central 68 maior 1 68 ic 95 1 00 2 80 comparado meninas consumiam alimentos risco duas vezes dia conclusoes prevalencia obesidade_central encontrada presente estudo preocupante apesar inferior observadas outros paises devido forte relacao fatores_risco doencas_cardiovasculares sugere realizacao estudos prospectivos analisem maior clareza fatores_associados obesidade_central,725
2,"excesso_peso, escolares, meninas, adolescentes, meninos",resumo objetivo analisar associacao estado_nutricional pais variaveis sociodemograficas dieteticas sobrepeso obesidade escolares 7 14 anos florianopolis sc metodos estudo_transversal 2826 escolares 1357 sexo_masculino 1469 sexo_feminino dados coletados partir aplicacao questionario socioeconomico pais coleta medidas_antropometricas escolares diagnostico nutricional definido partir indice_massa_corporal imc idade sexo acordo criterios international obesity task force escolares segundo pontos corte imc organizacao_mundial_saude pais dados analisados software stata 11 0 realizadas analises bivariadas multivariaveis meninos meninas meio regressao_poisson partir modelo analise resultados modelo analise final permaneceram diretamente associadas sobrepeso obesidade meninos faixa etaria mae escolaridade mae estado_nutricional pais enquanto numero refeicoes diarias mostrou associacao inversa meninas associacao direta estado_nutricional pais associacao inversa faixa etaria escolar consumo_alimentos risco conclusao variaveis associadas sobrepeso obesidade diferiram sexos excecao estado_nutricional pais filhos filhas ambos pais sobrepeso obesidade risco cerca respectivamente 80 150 maior apresentar diagnostico representa influencia pais habitos vida filhos inclusive relativos alimentacao indicando necessidade acoes intervencao ambiente familiar escolares,198
2,"excesso_peso, escolares, meninas, adolescentes, meninos",ultimas decadas sido observada tendencia secular antecipacao puberdade principalmente meninas pode ser reflexo mudancas saude populacao aumento sobrepeso obesidade_infantil dados sobre puberdade determinantes paises baixa media renda limitados grande maioria estudos sobre tema transversais impossibilitando discussao causalidade nesse contexto objetivo desta tese avaliar ocorrencia tendencia antecipacao maturacao_sexual menarca verificar associacao indice_massa_corporal imc sobrepeso incluindo obesidade escolares 7 14 anos municipio florianopolis sc tese vinculada estudo prevalencia obesidade criancas_adolescentes florianopolis sc epoca dividida tres partes dois estudos paineis transversais estudo_longitudinal dados coletados equipe previamente treinada meio protocolos padronizados escore z imc especifico idade sexo calculado categorizado acordo pontos corte organizacao_mundial_saude sobrepeso incluindo obesidade tipo escola categorizado publica privada maturacao_sexual ms autoavaliada acordo estagios tanner primeiro estudo analisadas idades medianas estagios ms acordo estado_nutricional tipo escola dois estudos transversais realizados 2007 2012 2013 incluindo 2215 1614 criancas respectivamente testes mann_whitney kruskal_wallis realizados comparar idade mediana estagios ms media idade diminuiu quase todos estagios durante periodo 5 anos ambos_sexos escolares sobrepeso apresentaram medianas idade inferiores maioria estagios especialmente meninas diferencas tipo escola equilibradas longo anos segundo estudo paineis transversais objetivo comparar idades ocorrencia menarca dados tres estudos transversais realizados 2007 2012 2013 2018 2019 compreendendo 838 680 298 escolares respectivamente verificadas diferencas acordo ano pesquisa estado_nutricional tipo escola teste log rank regressao cox variavel menarca coletada metodos statu quo recordatorio estimada analise sobrevida observou diminuicao media idade menarca 2007 2018 2019 12 3 versus 11 9 anos respectivamente media idade menarca meninas sobrepeso menor tres estudos comparado sobrepeso 11 9 11 8 11 5 versus 12 4 12 4 12 1 respectivamente p<0 001 meninas sobrepeso apresentaram maior probabilidade menor idade menarca risco relativo 1 57 intervalo confianca 95 1 36 1 80 diferenca significativa idade menarca acordo tipo escola estudo_longitudinal objetivou analisar associacao imc ms idade menarca incluindo dados 494 escolares 260 meninas coletados 2007 2012 ms categorizada acordo tercis idade cada estagio tanner normal tardia acima primeiro tercil precoce abaixo primeiro tercil modelagem equacoes estruturais realizada analisar efeitos escore z imc 2007 1 ms 2012 estratificado sexo 2 idade menarca 2012 modelos ajustados renda_familiar tipo escola escolaridade_materna peso_nascer tempo amamentacao atividade_fisica padrao_alimentar pa verificada associacao significativa escore z imc ms ambos_sexos entretanto meninas maior escore z imc 2007 = 0 27 apresentou efeito direto negativo idade menarca pa composto salgadinhos batata frita fast food bebidas_acucaradas apresentou efeito indireto negativo idade menarca mediado escore z imc 2007 = 0 05 meninos maior pa composto leite cafe leite queijo paes biscoitos = 0 21 maior status socioeconomico = 0 21 associados ms normal tardia resultados desta tese mostram reducao idades estagios ms menarca pronunciada escolares sobrepeso incluindo obesidade associacao aumento escore z imc infancia reducao idade menarca adolescencia resultados reforcam importancia intervencoes reduzir prevenir excesso_peso importancia monitoramento continuo puberdade nivel populacional,5108
2,"excesso_peso, escolares, meninas, adolescentes, meninos",aumento prevalencia excesso_peso relacionado outros fatores dietas inadequadas inatividade_fisica sedentarismo pratica_atividade_fisica comportamentos sedentarios relacionados si maneira inversa influenciam saude adolescentes forma distinta entretanto bastante comum jovens tempo gastam muitas horas atividade caracteristicas comportamentos sedentarios pratiquem atividades fisicas forma regular mostrando coexistencia destes dois comportamentos objetivo deste estudo verificar associacao indicadores adiposidade_corporal indicadores atividade_fisica tempo_tela adolescentes analisou dados 1848 alunos 10 19 anos 6º ano ensino fundamental ef 1º ano ensino medio 2010 2 escolas_publicas 4 particulares participantes linha base estudo_longitudinal avaliacao_nutricional adolescentes elana nivel atividade_fisica avaliado atraves international physical activity questionnaire ipaq versao curta aptidao cardiorrespiratoria avaliada teste corrida caminhada 9 minutos t9 comportamento_sedentario tempo diario uso tv computador videogame soma desses dois comportamentos sendo autorreferido adolescentes excesso adiposidade_corporal avaliado atraves percentual_gordura perimetro_cintura relacao cintura estatura rce magnitude associacoes avaliada odds ratio or intervalo confianca 95 ic95 analises brutas estratificadas sexo tipo escola segmento escolar mostraram meninos ef or=2 61 ic95 1 17 5 81 estudantes escola privada ef or=3 13 ic95 1 58 6 12 possuem aptidao cardiorrespiratoria risco apresentam chance ter excesso_gordura_corporal estudantes escola privada ef or=3 13 ic95 1 31 7 50 aptidao cardiorrespiratoria risco possuem chance ter excesso rce quanto comportamentos sedentarios meninos ef fazem uso pc video 2 horas dia possuem chance apresentar percentual_gordura elevado or=1 61 ic95 1 06 2 44 rce elevada or=2 09 ic95 1 29 3 38 fazem meninas ef gastar 2 horas dia pc video protege excesso_gordura_corporal or=0 56 ic95 0 33 0 94 analises ajustadas sexo tipo escola segmento escolar uso televisao 2 horas dia unico indicador comportamento_sedentario associou significativamente excesso adiposidade_corporal apresentar aptidao cardiorrespiratoria risco aumenta 3 vezes chance ter excesso percentual_gordura perimetro_cintura rce elevada apos ajustes variaveis confundimento conclui apesar efeito protetor aptidao cardiorrespiratoria adequada ser excessivamente maior risco horas tv excesso adiposidade_corporal importancia reducao tempo dedicado comportamentos sedentarios deve ser menosprezado deve priorizar abordagem variada propondo atividades promovam melhoria aptidao cardiorrespiratoria reducao comportamentos sedentarios visando prevencao combate excesso adiposidade_corporal adolescentes,1361
3,"pubmed, scopus, lilacs, revisao_sistematica, medline",objetivo investigar associacao consumo_alimentos ultraprocessados risco desenvolvimento doenca alzheimer adultos_idosos protocolo revisao registrado prospero crd42022375944 metodos trata revisao_sistematica relatada conforme prisma incluidos estudos observacionais restricao idioma ano publicacao excluidos estudos avaliaram desfecho apenas outros tipos demencias considerando doenca alzheimer pesquisa realizada bases medline embase lilacs consulta literatura cinzenta abril maio 2023 alem busca citacao estudos incluidos extracao dados realizada dois revisores independentes risco vies qualidade metodologica estudos incluidos avaliados meio checklist instituto joanna briggs estudos coorte resultados total 4 estudos envolvendo 614 502 adultos_idosos incluidos todos estudos apresentaram desenho coorte considerados alta qualidade metodologica estudos incluidos 3 estudos evidenciaram associacao risco consumo_alimentos ultraprocessados desenvolvimento doenca alzheimer enquanto 1 estudo apresentou associacao risco apenas desenvolvimento declinio cognitivo discussao associacao consumo aup risco desenvolvimento tema recente estudos cientificos visto estudo antigo identificado revisao 2017 quatro estudos incluidos tres demonstraram associacao significativa consumo aup risco desenvolvimento,4332
